15
15	127	222	127.088	222.099	127.088	222.099	127.052	222.029	126.786	221.36	126.786	221.36	126.848	221.429	126.848	221.429	126.829	221.317	126.804	221.153	126.804	221.153	126.643	219.951	123.996	209.314	123.996	209.314	113.109	185.199	113.109	185.199	
20	112	222	112	222	112.018	221.945	112.018	221.945	111.991	221.912	112.206	221.602	112.206	221.602	112.41	220.839	113.228	219.312	113.228	219.312	114.998	213.913	114.998	213.913	114.652	201.933	117.658	192.661	119.583	184.429	119.824	181.81	
24	117	202	117	202	116.506	200.947	116.856	199.806	116.856	199.806	112.823	185.381	112.823	185.381	113.534	178.836	115.184	166.282	115.833	155.65	115.833	155.65	116.739	150.603	116.739	150.603	120.177	146.283	122.019	144.836	122.019	144.836	
25	117	232	117	232	116.7	229.423	118.397	228.072	118.397	228.072	114.932	213.042	114.932	213.042	114.794	202.412	117.8	193.139	119.725	184.908	119.725	184.908	119.997	182.553	119.997	182.553	120.108	182.623	119.937	182.757	119.767	183.015	
27	117	192	117.282	192.156	117.282	192.156	119.466	190.31	119.466	190.31	109.018	175.838	109.792	169.737	111.607	163.213	111.607	163.213	114.001	158.426	114.001	158.426	118.965	153.693	121.34	152.425	121.34	152.425	120.857	153.338	120.857	153.338	
27	92	127	92	127	91.8475	125.998	91.8475	125.998	91.6907	124.673	91.7588	122.107	90.7127	122.649	90.7127	122.649	95.7323	106.194	95.7323	106.194	97.5324	98.7383	97.3973	98.13	97.3973	98.13	97.175	97.6116	97.0087	97.1423	97.0087	97.1423	
27	132	222	132	222	112.08	186.904	112.08	186.904	113.031	180.09	115.785	168.182	115.827	158.488	115.827	158.488	117.055	153.276	117.055	153.276	120.795	148.956	122.9	147.548	122.9	147.548	122.791	148.739	122.206	149.581	122.206	149.581	
28	127	212	127	212	114.303	184.564	114.303	184.564	114.921	177.779	115.247	165.493	115.895	155.723	115.895	155.723	116.802	150.677	116.802	150.677	120.24	146.357	122.082	144.91	122.082	144.91	122.045	146.226	121.439	147.041	121.489	146.044	
29	127	202	127	202	113.295	179.339	115.566	167.412	115.607	157.654	115.607	157.654	116.836	152.441	116.836	152.441	120.395	148.177	122.393	146.788	122.393	146.788	122.347	148.038	121.727	148.842	121.727	148.842	121.809	147.891	122.972	147.088	
30	122	192	122	192	108.193	174.67	108.765	168.871	110.782	162.65	110.782	162.65	113.984	158.079	113.984	158.079	118.949	153.346	121.397	152.018	121.397	152.018	120.913	152.932	120.192	153.594	120.192	153.594	120.175	152.619	120.175	152.619	
31	127	222	124.611	211.848	124.611	211.848	113.961	186.114	113.961	186.114	114.381	178.854	116.03	166.299	115.985	156.818	115.985	156.818	116.936	151.771	116.936	151.771	120.495	147.507	122.493	146.117	122.493	146.117	122.469	147.412	123.314	148.257	
32	127	207	127	207	124.595	189.846	126.482	176.413	126.036	165.801	126.036	165.801	124.098	161.807	124.098	161.807	126.092	160.661	127.073	160.404	127.073	160.404	125.345	161.972	123.492	162.303	123.492	162.303	123.746	161.86	123.728	162.591	
35	157	137	157	137	162.324	129.078	163.476	127.781	163.476	127.781	165.452	128.935	156.693	136.006	156.693	136.006	155.226	136.092	156.368	134.754	156.368	134.754	159.487	134.183	158.566	134.849	158.566	134.849	138.536	142.763	107.885	162.732	
37	192	117	189.216	117.2	189.216	117.2	190.423	117.308	190.968	115.933	190.968	115.933	191.966	112.204	193.83	110.432	193.83	110.432	193.854	114.087	185.227	123.479	185.227	123.479	175.169	130.045	163.226	130.296	163.226	130.296	153.148	119.649	
38	147	142	146.914	141.441	146.914	141.441	148.336	142.622	152.16	143.5	152.16	143.5	153.089	142.631	153.892	141.407	153.892	141.407	155.574	141.572	152.707	143.498	152.707	143.498	142.501	146.945	116.05	153.756	116.05	153.756	113.697	133.257	
38	147	137	147	137	149.888	137.604	153.158	138.69	153.158	138.69	152.713	138.34	153.495	137.152	153.495	137.152	155.825	137.055	152.367	139.064	152.367	139.064	138.641	143.934	100.172	163.904	100.172	163.904	99.4343	160.913	97.8351	170.179	
40	182	122	181.567	125.372	181.567	125.372	180.852	126.339	182.819	123.836	182.819	123.836	185.082	122.96	186.881	122.169	186.881	122.169	173.575	130.311	161.633	130.79	161.633	130.79	151.513	120.127	152.145	119.44	152.145	119.44	152.145	119.44	
40	142	142	149.611	141.337	149.611	141.337	150.682	140.26	151.464	139.072	151.464	139.072	152.028	139.75	146.851	142.554	146.851	142.554	132.458	148.005	124.741	152.114	124.741	152.114	118.995	144.937	121.733	149.192	121.733	149.192	121.734	148.732	
41	137	147	141.859	146.982	141.859	146.982	143.197	145.892	144.159	144.845	144.159	144.845	146.425	144.942	147.084	145.866	147.084	145.866	139.351	148.539	111.758	156.037	111.758	156.037	111.65	146.949	109.834	146.973	109.834	146.973	109.512	142.973	
42	187	122	187	122	189.025	117.484	190.733	115.587	190.733	115.587	190.265	120.059	183.716	128.751	183.716	128.751	174.548	133.98	163.741	134.136	163.741	134.136	154.145	126.194	162.329	129.951	162.329	129.951	162.329	129.951	162.329	129.951	
42	167	137	167	137	166.712	136.816	168.053	134.96	168.053	134.96	168.802	135.354	159.306	139.806	159.306	139.806	150.255	141.841	149.989	135.252	149.989	135.252	134.42	122.604	133.105	122.262	133.105	122.262	133.105	122.261	133.105	122.261	
44	192	117	194.094	114.757	194.094	114.757	195.838	116.849	194.498	117.213	194.498	117.213	186.483	125.363	192.89	127.015	192.89	127.015	173.217	123.312	152.788	112.045	152.788	112.045	152.787	112.045	152.787	112.045	152.787	112.045	152.787	112.045	
44	187	122	187	122	187.991	123.583	182.845	129.712	182.845	129.712	173.121	134.897	166.665	134.815	166.665	134.815	162.08	130.188	153.899	124.965	153.899	124.965	153.899	124.965	153.899	124.965	153.899	124.965	153.899	124.965	153.899	124.965	
45	147	142	147	142	150.032	141.829	146.588	144.085	146.588	144.085	133.252	149.067	125.1	150.555	125.1	150.555	116.941	142.362	117.215	135.959	117.215	135.959	117.845	134.7	117.966	135.158	117.966	135.158	118.073	135.513	118.208	135.496	
46	192	112	192	112	192.721	108.1	194.448	106.537	194.448	106.537	193.654	110.758	184.805	122.78	184.805	122.78	174.747	129.346	165.078	129.917	165.078	129.917	152.83	120.909	153.072	120.222	153.072	120.222	153.072	120.222	153.072	120.222	
46	97	92	97.1024	92.3904	97.1024	92.3904	96.953	93.0743	96.3593	93.4405	96.3593	93.4405	96.4345	93.1126	97.183	93.8358	97.183	93.8358	97.7466	99.0282	90.2173	120.031	90.2173	120.031	88.7245	121.368	88.7245	121.368	88.2267	124.09	89.5069	122.947	
47	197	107	197	107	196.876	110.612	189.597	120.744	189.597	120.744	175.161	128.813	165.492	129.384	165.492	129.384	153.245	123.34	156.96	123.501	156.96	123.501	156.96	123.501	156.96	123.501	156.96	123.501	156.96	123.501	156.96	123.501	
47	192	122	192	122	177.951	127.845	176.642	126.61	176.642	126.61	217.187	138.864	217.653	139.039	217.653	139.039	217.545	139.185	217.787	139.25	217.787	139.25	217.755	139.446	217.755	139.446	217.824	139.564	218.168	139.674	218.031	139.502	
48	162	137	162	137	165.275	136.407	161.28	138.468	161.28	138.468	139.107	147.381	101.886	161.615	101.886	161.615	101.376	159.276	104.598	176.614	104.598	176.614	104.622	176.368	104.628	176.37	104.628	176.37	104.631	176.369	104.631	176.369	
48	117	177	116.587	178.591	116.587	178.591	115.932	179.598	116.051	174.499	116.051	174.499	117.9	161.344	119.043	147.565	119.043	147.565	119.296	146.16	119.534	147.141	119.534	147.141	119.553	147.135	119.553	147.135	119.487	147.012	119.487	147.012	
49	202	132	202.464	136.521	202.464	136.521	171.354	120.028	152.09	108.518	152.09	108.518	152.089	108.517	152.089	108.517	152.089	108.517	152.089	108.517	152.089	108.517	152.089	108.517	152.089	108.517	152.089	108.517	152.089	108.517	152.089	108.517	
49	117	172	115.738	171.487	115.738	171.487	117.61	155.607	115.983	136.522	115.983	136.522	116.582	134.89	116.479	134.983	116.479	134.983	116.539	135.324	116.539	135.324	116.933	135.832	116.818	137.612	116.781	142.84	116.781	142.84	117.311	149.57	
50	97	97	97	97	95.9492	98.4921	94.915	102.535	94.915	102.535	92.0287	119.039	90.5713	122.79	90.5713	122.79	89.3777	124.074	89.3777	124.074	88.8799	126.973	90.104	127.867	91.4928	131.837	91.4928	131.837	93.0097	133.16	93.0097	133.16	
52	87	152	87.459	141.851	87.459	141.851	90.2828	143.695	90.0367	143.961	90.0367	143.961	88.7427	145.039	88.7427	145.039	90.1687	152.252	92.7127	158.36	94.4841	162.758	94.4841	162.758	93.8926	169.116	93.8926	169.116	91.9439	176.381	92.1758	177.665	
53	97	87	97	87	92.5513	96.7791	89.9031	109.984	89.9031	109.984	87.2732	116.044	87.2732	116.044	87.528	115.91	88.5968	113.642	87.6276	125.541	87.6276	125.541	87.6421	138.924	87.6421	138.924	89.8881	140.58	89.6943	140.618	89.6943	140.618	
53	92	92	92	92	91.4802	100.032	85.8232	127.432	85.8232	127.432	84.4931	130.26	84.4931	130.26	84.3059	131.304	85.2279	131.666	87.2539	134.827	87.2539	134.827	87.9719	137.239	87.9719	137.239	90.6589	139.201	90.433	139.351	90.433	139.351	
53	92	97	92	97	93.5447	108.209	87.1079	128.348	87.1079	128.348	85.7436	130.56	85.7436	130.56	85.5563	133.03	85.8264	135.03	87.5284	136.779	87.5284	136.779	89.1593	141.358	89.1593	141.358	89.9775	142.782	89.9599	142.779	89.9599	142.779	
54	87	97	87	97	92.5038	112.321	88.8729	124.345	88.8729	124.345	87.6793	126.15	87.6793	126.15	87.0935	128.986	88.1484	129.791	89.5422	133.472	89.5422	133.472	90.5928	134.789	90.5928	134.789	93.312	136.26	93.1603	136.407	91.456	135.814	
