15	1	15	191.177	18.1546	0.622914	3.17219	-0.00510626	-0.0390444	-0.0636891	-0.00676576	0.0731338	-0.0382333	0.00695127	-0.00654649	-0.0838233	-0.0387848	0.0122242	-0.0360019	0.016996	-0.0290697	-0.0242185	-0.0266474	-0.0327194	-0.061863	0.0424824	-0.0647561	-0.000111505	-0.06586	-0.110296	-0.144984	0.0649237	-0.0835805	-0.00982627	-0.0388237	0.0235001	-0.0585576	192	22	191.932	21.4817	191.087	21.3919	192.058	20.8844	192.15	20.7975	191.037	20.2827	191.199	19.8048	191.425	19.419	191.104	19.0652	190.669	18.2441	191.233	17.3845	191.232	16.5103	189.768	14.5858	190.629	13.4764	190.499	12.9611	190.811	12.1838	
15	1	15	199.159	18.2897	2.14194	3.12756	0.010538	-0.019852	-0.0437146	-0.0129255	-0.0591476	-0.0293663	0.0249238	-0.024512	-0.0505884	-0.0353924	-0.0564727	-0.0391898	0.0060014	-0.0351403	-0.0382646	-0.0512176	-0.0318808	-0.0532891	-0.0629604	-0.0658472	-0.0500683	-0.0769372	-0.0586071	-0.123678	-0.0303255	-0.070136	-0.0386676	-0.0577758	-0.0434154	-0.0588042	202	22	202.133	21.7489	201.58	21.5855	200.832	21.2141	201.148	20.9041	200.508	20.4565	199.794	19.9609	199.87	19.5165	199.386	18.8688	198.982	18.1948	198.186	17.3621	197.553	16.3891	196.812	14.825	196.428	13.938	195.939	13.2073	195.39	12.4637	
15	1	15	162.863	23.4397	1.01542	3.13936	-0.00542696	-0.0070846	0.0279268	-0.0410964	0.00402393	-0.024698	0.00867316	-0.027604	-0.000934405	-0.034429	0.00238444	-0.0338795	-0.00663058	-0.037644	0.00511217	-0.0556333	-0.00702513	-0.05621	0.00286447	-0.0625583	0.054073	-0.11043	0.0681333	-0.164459	0.051116	-0.0910849	0.0463699	-0.067999	0.0709165	-0.0942359	162	27	161.942	26.9241	162.241	26.4839	162.284	26.2193	162.377	25.9236	162.367	25.5548	162.393	25.1918	162.322	24.7886	162.376	24.1926	162.301	23.5905	162.332	22.9203	162.911	21.7373	163.641	19.9756	164.188	18.9998	164.685	18.2714	165.445	17.2619	
15	1	15	181.08	22.8845	0.633033	3.62103	-0.0372454	-0.0110638	0.00182202	-0.0199917	0.00418913	-0.0230622	-0.0029865	-0.0253345	0.0113778	-0.0338845	-0.0485409	-0.0250193	-0.0102083	-0.0391726	0.00898861	-0.0415604	-0.0421945	-0.0345941	0.0453195	-0.0690087	-0.0694092	-0.0682554	0.00817949	-0.134831	0.132276	-0.0838062	-0.0916097	-0.0598513	0.0500015	-0.0664988	182	27	181.434	26.8318	181.462	26.528	181.525	26.1774	181.48	25.7923	181.653	25.2773	180.915	24.897	180.76	24.3016	180.896	23.6698	180.255	23.144	180.944	22.0951	179.889	21.0576	180.013	19.0082	182.024	17.7343	180.631	16.8246	181.391	15.8138	
15	1	15	186.439	22.8151	0.366418	3.65514	-0.0219279	-0.0251722	-0.0167321	-0.0145075	0.0173737	-0.0257921	0.00545227	-0.0342826	-0.00631032	-0.0418694	-0.0214388	-0.0364499	0.039872	-0.0502096	-0.0419446	-0.0390913	-0.0290725	-0.0526618	-0.00467302	-0.0945119	0.0135012	-0.0940789	-0.0362021	-0.160797	0.00934853	-0.0970111	0.0381809	-0.079635	0.000980633	-0.0721497	187	27	186.732	26.6929	186.528	26.5159	186.74	26.2013	186.807	25.7831	186.73	25.2723	186.468	24.8277	186.955	24.2151	186.443	23.7383	186.088	23.0958	186.031	21.9429	186.196	20.7952	185.754	18.8336	185.868	17.6501	186.334	16.6787	186.346	15.7985	
15	1	15	191.863	22.7585	0.463751	3.64674	-0.0188298	-0.0210036	0.00764938	-0.0175647	0.0187003	-0.0372637	0.020377	-0.0321575	-0.0103711	-0.0341222	0.0235737	-0.0381419	-0.011901	-0.0473399	-0.0113877	-0.0460719	-0.0559009	-0.0559399	0.033846	-0.0885292	0.0243707	-0.0930032	-0.102409	-0.154712	0.0193628	-0.095027	0.00029117	-0.0693996	0.00373462	-0.0740823	192	27	191.767	26.7402	191.862	26.523	192.093	26.0621	192.345	25.6644	192.217	25.2424	192.508	24.7707	192.361	24.1852	192.22	23.6154	191.529	22.9236	191.948	21.8287	192.249	20.6784	190.982	18.765	191.222	17.5898	191.225	16.7315	191.272	15.8152	
15	1	15	196.728	22.6639	0.747533	3.59382	0.012983	-0.0286648	0.0225884	-0.0253487	0.00344664	-0.0368644	0.0112968	-0.0292871	-0.00360761	-0.039173	-0.0245813	-0.0398367	-0.0222588	-0.0478958	-0.00601183	-0.0506245	-0.0266815	-0.0632379	-0.00321925	-0.0802962	0.014654	-0.100073	-0.0797072	-0.157746	0.014875	-0.0886808	-0.0358972	-0.0674184	-0.0433577	-0.0708256	197	27	197.155	26.6576	197.425	26.3548	197.466	25.9145	197.601	25.5647	197.558	25.0968	197.264	24.621	196.998	24.0489	196.927	23.4442	196.608	22.6889	196.569	21.7298	196.744	20.5345	195.792	18.6503	195.97	17.591	195.541	16.7858	195.023	15.9398	
15	1	15	200.511	22.9288	1.56379	3.39044	0.0286396	-0.0277273	-0.0331545	-0.0202632	0.0338993	-0.0340087	-0.0272544	-0.0232937	-0.0270178	-0.0353254	-0.0520305	-0.0279588	-0.0045804	-0.0440833	-0.0142786	-0.0542673	-0.00858825	-0.058358	-0.0672564	-0.0692261	-0.0160836	-0.0884676	-0.0573023	-0.148186	-0.0351572	-0.0711709	-0.0364236	-0.0624918	-0.0480809	-0.0606823	202	27	202.36	26.6512	201.943	26.3963	202.37	25.9685	202.027	25.6755	201.687	25.2312	201.032	24.8795	200.975	24.3249	200.795	23.6423	200.687	22.9082	199.841	22.0374	199.639	20.9246	198.918	19.0605	198.476	18.1653	198.018	17.3792	197.413	16.6158	
15	1	15	205.276	23.0094	1.29321	3.39642	-0.0229043	-0.0151338	-0.0128317	-0.0302835	-0.034168	-0.0309562	0.00279386	-0.0317636	-0.0197883	-0.0413239	0.010741	-0.0325082	-0.0246408	-0.044996	-0.0313099	-0.0601985	-0.0140816	-0.062985	-0.032513	-0.0824419	-0.0351866	-0.0927383	-0.0607137	-0.162645	-0.0290775	-0.0812908	-0.0312084	-0.0665027	-0.0386488	-0.0662534	207	27	206.739	26.8273	206.592	26.4816	206.202	26.1282	206.234	25.7657	206.008	25.294	206.131	24.9229	205.849	24.4093	205.492	23.7221	205.331	23.0032	204.96	22.0621	204.559	21.0036	203.866	19.147	203.534	18.2191	203.177	17.46	202.736	16.7038	
15	1	15	210.295	23.0521	1.38248	3.3625	-0.00849156	-0.0194482	-0.0267087	-0.0319012	-0.00375578	-0.017304	-0.0151432	-0.0386705	-0.0128409	-0.0410199	-0.0153585	-0.0426616	-0.0152812	-0.0408491	-0.0316929	-0.0612248	-0.0335646	-0.0628182	-0.0360919	-0.0875508	-0.0380229	-0.0960734	-0.052429	-0.163283	-0.0304106	-0.0839684	-0.0384094	-0.0710376	-0.0303388	-0.0589012	212	27	211.906	26.785	211.611	26.4323	211.569	26.2411	211.402	25.8136	211.26	25.3601	211.09	24.8885	210.921	24.4369	210.571	23.7601	210.2	23.0656	209.801	22.0978	209.381	21.0357	208.801	19.2307	208.465	18.3024	208.04	17.5171	207.705	16.866	
